response_id,university,question_type,true_label,predicted_label
R_1MKTTn4moTa6MSp,MSU: Michigan State University,Q1,0,0
R_1Ih0tc47jXDJDHb,MSU: Michigan State University,Q1,2,1
R_XYA3El8nvg79uj7,MSU: Michigan State University,Q1,1,0
R_9pIMogSmMCiXy5X,MSU: Michigan State University,Q1,1,0
R_2WZleVz6a5DIA4C,MSU: Michigan State University,Q1,2,1
R_3I4w9rAEwgIjxiY,MSU: Michigan State University,Q1,2,0
R_qwO0RVBf9Tp0RWN,MSU: Michigan State University,Q1,2,2
R_3G6uh46Iydp7vuy,MSU: Michigan State University,Q1,0,0
R_1Nk9ixMjVqxeXU2,MSU: Michigan State University,Q1,2,0
R_1QmdvMRoIm0TjBn,MSU: Michigan State University,Q1,1,0
R_1QiM7hB2jSuymbn,MSU: Michigan State University,Q1,1,0
R_1F5tjJyIZCmrk6t,MSU: Michigan State University,Q1,1,0
R_ZkonjznfZJGgpod,MSU: Michigan State University,Q1,2,2
R_Uin7fHiL3TxgNbz,MSU: Michigan State University,Q1,1,1
R_12upxVjIfS4G55q,MSU: Michigan State University,Q1,2,0
R_3MF027YTNrvJazc,MSU: Michigan State University,Q1,1,2
R_3oZ31VLufaxEX7A,MSU: Michigan State University,Q1,0,0
R_3ewqESeQXPpuzRj,MSU: Michigan State University,Q1,2,0
R_1rlB4oXcQZaXgOY,MSU: Michigan State University,Q1,2,1
R_ThKlAPv27pubgl3,MSU: Michigan State University,Q1,1,1
R_3NxlVZM157vd5Ra,MSU: Michigan State University,Q1,0,0
R_2VqNDjI7kwElCK6,MSU: Michigan State University,Q1,1,1
R_10PCeM3bcUOGwQS,MSU: Michigan State University,Q1,1,0
R_33svHYtA86jo60W,MSU: Michigan State University,Q1,2,0
R_2aJ3n58HyLUJvJl,MSU: Michigan State University,Q1,2,0
R_3NI2D3almz0W2Sd,MSU: Michigan State University,Q1,2,0
R_AbMq6ua4jN2e60p,MSU: Michigan State University,Q1,1,0
R_2Et7BI3azjhgZxf,MSU: Michigan State University,Q1,1,0
R_1FyVhd0wKwONmaC,MSU: Michigan State University,Q1,0,0
R_3dRjj8bOvMYwP0x,MSU: Michigan State University,Q1,1,2
R_Dw7sTL1rqUZbOWR,MSU: Michigan State University,Q1,0,0
R_9ERa5Si65ggTpzr,MSU: Michigan State University,Q1,1,0
R_1IGjAog7cn99lri,MSU: Michigan State University,Q1,2,0
R_2tygxTeyqZjO3lS,MSU: Michigan State University,Q1,1,0
R_pN399gbn5bAqged,MSU: Michigan State University,Q1,2,2
R_3iU7TQUAB1NHeVr,MSU: Michigan State University,Q1,2,1
R_1LbC2oRNEQ1BF9L,MSU: Michigan State University,Q1,2,1
R_abH5vzrWA1pF49r,MSU: Michigan State University,Q1,2,1
R_zYwIflLAw10CQ8h,,Q1,2,1
R_3DbvCgmHv8gSIFT,MSU: Michigan State University,Q1,2,0
R_1nW0thp3SfUjq7O,,Q1,1,0
R_1LNLxrGpriTX2im,MSU: Michigan State University,Q1,2,1
R_1C8a67vAuW8O8dN,,Q1,2,1
R_2pQzvG3XofNaaUz,MSU: Michigan State University,Q1,1,1
R_3oC3w6Ly0TFgm7q,,Q1,0,0
R_29mEOnMJifyx0bf,,Q1,0,0
R_24eXEUuyYJ87rrG,MSU: Michigan State University,Q1,1,0
R_25GcfRTCZCOm7t0,,Q1,1,1
R_Zn6H4gY51KQsQdH,,Q1,2,0
R_2th8Tb1qUZNw5gO,,Q1,1,1
R_3kgZg6dI452Dehp,,Q1,0,0
R_28TeWtKswiZJYfu,,Q1,2,1
R_2uTJSD6VDtmfDT7,MSU: Michigan State University,Q1,2,1
R_3kmI3PNgsK4inTO,,Q1,0,0
R_6YhbxBTcCEtsG9X,ISU: Iowa State University,Q1,2,2
R_50SlQNaHHOpXoG4,ISU: Iowa State University,Q1,1,2
R_63OAgsewew6cDGV,ISU: Iowa State University,Q1,1,2
R_1nffHhuxWeDh7dn,ISU: Iowa State University,Q1,2,2
R_71iPXsUXBuyL8mj,ISU: Iowa State University,Q1,2,2
R_5DOe5TkWSncP5TG,ISU: Iowa State University,Q1,1,1
R_1nCM1MaAtQ17TFv,ISU: Iowa State University,Q1,1,2
R_1cO5hApluPuZteh,ISU: Iowa State University,Q1,0,0
R_12xU0jnFJHdtach,ISU: Iowa State University,Q1,2,2
R_6oQYw13WZX4eqml,ISU: Iowa State University,Q1,2,2
R_6d4TicFGLxTZe2O,ISU: Iowa State University,Q1,1,2
R_5rRI9fVOvUiMH61,ISU: Iowa State University,Q1,0,2
R_1dxYdvDGGAuluQV,ISU: Iowa State University,Q1,1,2
R_11ZVUpIhxWJj4Mp,ISU: Iowa State University,Q1,1,1
R_3Ebe02lVs7ybYGT,ISU: Iowa State University,Q1,1,2
R_6YETTy9BbybSaB0,ISU: Iowa State University,Q1,2,1
R_5HOzK81QMyrFikV,ISU: Iowa State University,Q1,1,2
R_3EFZ3Uhm01KKs4R,ISU: Iowa State University,Q1,1,1
R_1dAMSbaO5nGpNCw,ISU: Iowa State University,Q1,1,2
R_7uGjVY3mDTF2N9L,ISU: Iowa State University,Q1,0,0
R_56mvwl0oTATh18I,ISU: Iowa State University,Q1,1,2
R_5KlLU0wc1QD9epi,ISU: Iowa State University,Q1,2,2
R_1ps4ijvmKLlegTB,ISU: Iowa State University,Q1,1,2
R_7IpVDf0pFv5R8fT,ISU: Iowa State University,Q1,0,0
R_1p4EdzQnmAbIin1,ISU: Iowa State University,Q1,2,2
R_1iI4ZCorRDbPmdA,ISU: Iowa State University,Q1,0,0
R_636YhBEiDGbqM5H,UF: University of Florida,Q1,0,1
R_6hGR6uNGDSZwxAr,UF: University of Florida,Q1,1,1
R_62IWCEAZnyR705H,UF: University of Florida,Q1,0,1
R_3kv17DyfHIgRYtF,UF: University of Florida,Q1,0,2
R_160hCwwsijmHpkt,UF: University of Florida,Q1,0,1
R_5QYQyh4jF71hykc,UF: University of Florida,Q1,0,0
R_3DCLVA1ECEmNma2,UF: University of Florida,Q1,1,0
R_6IaWR3NvRQAz4a9,UF: University of Florida,Q1,0,1
R_6V1q5B32ZGaL0q5,UF: University of Florida,Q1,0,1
R_7CN95cBkmwKLGxl,UF: University of Florida,Q1,0,2
R_342LxyOwMX0Dlfz,UF: University of Florida,Q1,1,1
R_3rHDSmpBALgVF5G,UF: University of Florida,Q1,1,2
R_7kNWTppU6f3Ukh4,UF: University of Florida,Q1,0,0
R_5NmszRi1UoV9rEO,UF: University of Florida,Q1,0,1
R_3KJxdQKg3tN3sFb,UF: University of Florida,Q1,0,0
R_5GRpABgIbhi7LC9,UF: University of Florida,Q1,0,0
R_3O4s4IsCpqZXFZv,UF: University of Florida,Q1,1,1
R_1iPEF16hgncEO70,UF: University of Florida,Q1,0,1
R_3bUGDxX3qDoWgKk,UF: University of Florida,Q1,0,1
R_7oNiQ8qFLGamBCk,UF: University of Florida,Q1,1,1
R_7Mwi0Re5TdlKZoZ,UF: University of Florida,Q1,0,2
R_5CJyUHRU9tErzvH,UF: University of Florida,Q1,1,1
R_63s8SIFJQKna1WT,UF: University of Florida,Q1,0,1
R_1m478MbWuaiivwa,UF: University of Florida,Q1,0,0
R_6QhAtH4MLbwOG61,UF: University of Florida,Q1,0,1
R_6lEo0x224UTUFK9,UF: University of Florida,Q1,0,0
R_1DnggKL9BQuiyqt,UF: University of Florida,Q1,1,1
R_1t2MQBJp4Fp7xcb,UF: University of Florida,Q1,2,2
R_1FnC1VutDcHA24N,UF: University of Florida,Q1,0,1
R_1dfZ29ui7Zj1Fl8,UF: University of Florida,Q1,0,0
R_1AGakOZ0x0yAxvv,UF: University of Florida,Q1,0,0
R_3AGvSeQg1p94V9l,UF: University of Florida,Q1,0,1
R_6dmAv9lp9FyO5nY,UF: University of Florida,Q1,0,1
R_6aFumJ8Enopwic1,UF: University of Florida,Q1,0,1
R_6qDWvT3ii9b6fcD,UF: University of Florida,Q1,0,1
R_531REq95FhDwn6O,UF: University of Florida,Q1,1,1
R_6OE7OIl2sFKJdNs,UF: University of Florida,Q1,0,1
R_1qgB3y0S1QHCz78,UF: University of Florida,Q1,0,1
R_5ZkOa772yi7t7zz,UF: University of Florida,Q1,1,0
R_5VxVptwuH9mXIVO,UF: University of Florida,Q1,0,1
R_7RwirSjrcMyLAZo,UF: University of Florida,Q1,0,1
R_7J9OeKN7idxEvsi,UF: University of Florida,Q1,0,1
R_60dUorgi2r1e7jg,UF: University of Florida,Q1,1,2
R_1rPsOF2KQk8TJuc,UF: University of Florida,Q1,0,0
R_3h9qLkrjcyQV6x2,UF: University of Florida,Q1,0,1
R_3BkrbaM7zjjess9,UF: University of Florida,Q1,0,0
R_31B18BRC78DilSY,UF: University of Florida,Q1,2,2
R_74kpKpdADRaiihG,UF: University of Florida,Q1,0,0
R_5j0V7RMjG53rnQR,UF: University of Florida,Q1,0,1
R_3eyouToC3XkRQ2V,UF: University of Florida,Q1,1,2
R_6oG7WQeP45pjbSb,UF: University of Florida,Q1,0,0
R_7enytx4QBFdS3nr,UF: University of Florida,Q1,0,1
R_7Alk9xEXggdijip,UF: University of Florida,Q1,0,1
R_3qkPOaqWxFkMLIo,UF: University of Florida,Q1,0,0
R_3D5C2RNZin2GgJl,UF: University of Florida,Q1,0,1
R_1ekKG7whes2mrrb,UF: University of Florida,Q1,0,2
R_723UIqeNz0TIemt,UF: University of Florida,Q1,0,1
R_7PtQPVcaYrGkEuH,UF: University of Florida,Q1,0,1
R_2uNYnb1Bc2OHft2,UF: University of Florida,Q1,1,2
R_5ilOdUytgeoI825,UF: University of Florida,Q1,1,2
R_5sn8JvCUzWXLaQu,UF: University of Florida,Q1,0,1
R_18LVwisGRLWjweR,UF: University of Florida,Q1,0,1
R_7KRB7lCn2ouFx5L,UF: University of Florida,Q1,1,2
R_7t37vm9YLN9ZLoS,UF: University of Florida,Q1,0,1
R_7FKDiNbhdeDraNh,UF: University of Florida,Q1,0,1
R_1Fqkqc2yDyIET2V,ISU: Iowa State University,Q6,2,1
R_3mh3M0KySPBLQnQ,ISU: Iowa State University,Q6,0,0
R_1CVmDIG3iS6vXPA,ISU: Iowa State University,Q6,2,1
R_69nWVZUYdKQ43oH,ISU: Iowa State University,Q6,1,1
R_6prA2VRrJghe0BX,ISU: Iowa State University,Q6,2,1
R_7pR4y7KabIKNoDk,ISU: Iowa State University,Q6,2,1
R_52256p43h3NslzP,ISU: Iowa State University,Q6,1,1
R_3wNP9ZdOMH2f6E2,ISU: Iowa State University,Q6,2,1
R_3kqXw2uhrubVuE1,ISU: Iowa State University,Q6,2,1
R_7PoP0Z8uOQNx3zW,ISU: Iowa State University,Q6,2,2
R_62YpOxcPLag0Uc0,ISU: Iowa State University,Q6,1,1
R_1s6zyGGxSvJrVdO,ISU: Iowa State University,Q6,2,1
R_52rAfxfgNoVeNe9,ISU: Iowa State University,Q6,2,1
R_7rTQctawAkEuglw,ISU: Iowa State University,Q6,2,1
R_7Ehg63O79xBb10j,ISU: Iowa State University,Q6,0,0
R_5xEqZ3GaAnxpfBl,MSU: Michigan State University,Q3,0,1
R_6ndxE7Msqqe2RAb,MSU: Michigan State University,Q3,0,1
R_59sitB0lfvbkTPq,MSU: Michigan State University,Q3,1,2
R_1D5ykGsjLM2zPoK,MSU: Michigan State University,Q3,1,1
R_7L07kvdDUKGKu0T,MSU: Michigan State University,Q3,0,0
R_7C3i7zkSjslMGqU,MSU: Michigan State University,Q3,0,2
R_65o5jbHfmOSs5Gh,MSU: Michigan State University,Q3,1,1
R_1aahIVwj0WRCdZj,MSU: Michigan State University,Q3,0,1
R_31pnpcAaM1x0eKp,MSU: Michigan State University,Q3,1,2
R_1xKKVjOvxfOZaQG,MSU: Michigan State University,Q3,1,2
R_5jJI8XrshZvZqn5,MSU: Michigan State University,Q3,1,2
R_5cHvMoBk4OCT4S5,MSU: Michigan State University,Q3,1,1
R_6gNoxqardlH7Sj8,MSU: Michigan State University,Q3,0,2
R_6jN80wZeBYgovYe,MSU: Michigan State University,Q3,0,0
R_59kWAd9JwwJBQaJ,MSU: Michigan State University,Q3,0,1
R_710zDNzz7JN9akF,MSU: Michigan State University,Q3,1,2
R_3HUOGEyIBBuEBJT,MSU: Michigan State University,Q3,0,1
R_6VDUng2ENjpLLNl,MSU: Michigan State University,Q3,1,1
R_3NylhurQUL3JmSh,MSU: Michigan State University,Q3,0,2
R_3KUPyKRx5N3X2vf,MSU: Michigan State University,Q3,1,1
R_5krhJbEMCIiMGhH,MSU: Michigan State University,Q3,0,1
R_5qE0Q7UgYvs77ua,UF: University of Florida,Q3,1,2
R_1P5dWG4QNoEBaGC,MSU: Michigan State University,Q3,1,1
R_6tKk9F3oQC4avFd,MSU: Michigan State University,Q3,0,0
R_74u9IX99crNm8bj,MSU: Michigan State University,Q3,1,2
R_30GjRdB4GB82Wyt,MSU: Michigan State University,Q3,0,1
R_7IsWd9V3L79rNtM,MSU: Michigan State University,Q3,0,1
R_79nx23ouy8cpQSO,MSU: Michigan State University,Q3,2,1
R_5H5FW4LsGnRFjlF,MSU: Michigan State University,Q3,0,0
R_6nlhrpn1ggn85UZ,MSU: Michigan State University,Q3,0,0
R_15tgliPnM4gHAoY,MSU: Michigan State University,Q3,0,0
R_7z03pH0BIQHN8yd,MSU: Michigan State University,Q3,0,1
R_3L3AEMj11nwHSOl,MSU: Michigan State University,Q3,1,1
R_7nCcHiHD0d4AlcN,MSU: Michigan State University,Q3,0,1
R_6LniLKih2pVcbSB,MSU: Michigan State University,Q3,0,2
R_51iZ0Le1Z0L87TQ,PSU: Penn State University,Q3,1,2
R_1Ei4vJjelpmHzZB,MSU: Michigan State University,Q3,1,2
R_1VoVxmJJVJM0qxb,MSU: Michigan State University,Q3,0,2
R_7xsVvGAutLTSPzH,MSU: Michigan State University,Q3,1,2
R_71NUrVOfmKPNytg,MSU: Michigan State University,Q3,0,1
R_7outVbSMMYT7lut,MSU: Michigan State University,Q3,1,1
R_3m9SnNLPSdyThF8,MSU: Michigan State University,Q3,1,2
R_7GfByeqO6EQHvG2,MSU: Michigan State University,Q3,1,2
R_19Mv64JQhEMtsQN,MSU: Michigan State University,Q3,0,2
R_7noWAEQbkldvo0b,MSU: Michigan State University,Q3,0,1
R_37HWJz5iqvFkzyV,MSU: Michigan State University,Q3,0,0
R_6kzGQcGpzJgH0dE,MSU: Michigan State University,Q3,1,1
R_3xXLT9ZH0HIugdU,MSU: Michigan State University,Q3,1,2
R_6rTD2OyU4PLjq93,MSU: Michigan State University,Q3,1,2
R_5nP05M0FqRxSDvI,MSU: Michigan State University,Q3,1,2
R_1dih85jhhenkgoy,MSU: Michigan State University,Q3,1,2
R_3VJg5YdO3JrxqMG,MSU: Michigan State University,Q3,0,1
R_71mwRAtx11QESAR,MSU: Michigan State University,Q3,0,1
R_54YqlfnyBkqEusN,MSU: Michigan State University,Q3,0,1
R_73bH1Zf9Y3SE5y1,MSU: Michigan State University,Q3,0,0
R_7nrpunqmNHom2ZN,MSU: Michigan State University,Q3,0,2
R_70TcxXedsoKJkLT,MSU: Michigan State University,Q3,1,2
R_5QQX6rIy9DFEagF,MSU: Michigan State University,Q3,0,0
R_1uV5vzgun13TmY2,MSU: Michigan State University,Q3,1,2
R_6AHybb8XSCJJrbz,MSU: Michigan State University,Q3,1,2
R_1EAWJJiT93y2Frq,MSU: Michigan State University,Q3,1,1
R_3wda0E40quBfMvE,MSU: Michigan State University,Q3,0,0
R_3AMtqyEuPXdX7xs,MSU: Michigan State University,Q3,0,0
R_5pzjEpsRPXjR9sG,MSU: Michigan State University,Q3,1,1
R_78TWR7CqeVgaqSj,MSU: Michigan State University,Q3,1,2
R_6W03wtTJOZRHL21,MSU: Michigan State University,Q3,1,2
R_6n5Tnrqpw7IR2Ul,MSU: Michigan State University,Q3,1,2
R_3FPTcHeX4pjEPji,Other university:,Q3,0,1
R_7DnFcu3yGm6yBre,MSU: Michigan State University,Q3,0,0
R_3OGUn3HcE7A0v2V,MSU: Michigan State University,Q3,0,1
R_5P0FkHMXle1DBp4,MSU: Michigan State University,Q3,1,1
R_5TSL1XRYUMIcUIy,MSU: Michigan State University,Q3,0,0
R_32LUezXhxtcXTOH,MSU: Michigan State University,Q3,0,1
R_6jffragraj0lMM5,MSU: Michigan State University,Q3,0,1
R_3ZCiLsjERvdkDXr,MSU: Michigan State University,Q3,1,2
R_5Oa25rpCivqM8Mh,MSU: Michigan State University,Q3,0,1
R_5htqGReAWRF4OI0,MSU: Michigan State University,Q3,1,2
R_70NkjaYQwjgZcDQ,MSU: Michigan State University,Q3,1,2
R_6hNeq9XdSZqR1e0,MSU: Michigan State University,Q3,1,2
R_3f8rVYlFCdjLh0R,,Q3,0,1
R_3xvCAqjn7LwAUed,,Q3,0,2
R_5zdOk2GVqa1sLh6,,Q3,0,1
R_1f2bHOEmamv6e67,,Q3,1,2
R_3uUoZa0AM6CMYMV,UF: University of Florida,Q3,1,1
R_7EiDjff7hcg7kn7,UF: University of Florida,Q3,1,2
R_1DAuexjFli8Z0mX,UF: University of Florida,Q3,1,2
R_3qJAfbPfw1NzD51,UF: University of Florida,Q3,1,2
R_3emnyFl097T8eZ3,ISU: Iowa State University,Q3,1,2
R_1EgonFTrtZqvWtP,UF: University of Florida,Q3,1,2
R_5a5XFVqRFCQ4Xzb,UF: University of Florida,Q3,1,2
R_1yfoODGRm9vs3wR,UF: University of Florida,Q3,1,1
R_5yLZdu3BBizv6jD,ISU: Iowa State University,Q3,2,2
R_5plLQNpNJNuWBNq,ISU: Iowa State University,Q3,1,1
R_8JfKA6KwxMpVloE,UF: University of Florida,Q3,1,2
R_3ktAU6E0ZBE6T3p,UF: University of Florida,Q3,1,2
R_3G2f22XYnow0vm1,UF: University of Florida,Q3,1,2
R_5zcmd3sf796gqtz,UF: University of Florida,Q3,1,2
R_6pnHobQ0PPqp6A2,UF: University of Florida,Q3,1,1
R_3NaxH55W3u6fdKB,UF: University of Florida,Q3,0,2
R_3Gy02Pnu7yzpZdF,UF: University of Florida,Q3,1,2
R_6ayHNJTZSfFZ9M5,UF: University of Florida,Q3,1,1
R_535bi99VS6TByTL,ISU: Iowa State University,Q3,1,1
R_3PkdAFoTsciKyhX,UF: University of Florida,Q3,0,0
R_3NWkeD9fqUu8jcC,UF: University of Florida,Q3,1,1
R_32AqJNYXsayC4Eq,UF: University of Florida,Q3,1,2
R_5dWLuv5rHIxaJGN,ISU: Iowa State University,Q3,1,2
R_1JxsGBtD0MNFzdg,UF: University of Florida,Q3,1,2
R_8hzuev9qOdp3bJA,ISU: Iowa State University,Q3,2,2
R_79jrzKxbh2fUkqh,UF: University of Florida,Q3,1,1
R_32JG0Rfd2kFyIsm,ISU: Iowa State University,Q3,2,2
R_70PNHBUrjsrShYQ,UF: University of Florida,Q3,1,1
R_3ay1ICYhBPXeIic,UF: University of Florida,Q3,2,2
R_7dSbOyrewjrumo9,UF: University of Florida,Q3,1,2
R_3veSnCK7EbrN1FP,UF: University of Florida,Q3,1,0
R_1TSKcTxOSDBe6wt,UF: University of Florida,Q3,1,1
R_5lQg0KYFoYxKvAS,UF: University of Florida,Q3,1,1
R_19bP9Mfhzah9nAS,UF: University of Florida,Q3,1,2
R_3dUyPpUEjsCydIB,UF: University of Florida,Q3,1,2
R_79tDNgzAH683NKt,UF: University of Florida,Q3,1,2
R_1u46nYdMxIcbEZ3,UF: University of Florida,Q3,1,1
R_5CZj1923uDwLfpk,UF: University of Florida,Q3,1,2
R_3GCDokSKXmSl4jL,UF: University of Florida,Q3,1,2
R_5qjZnIbEndO8BGR,ISU: Iowa State University,Q3,1,1
R_3PiKvRraQW9LGwp,UF: University of Florida,Q3,1,2
R_5fkZ1nqXLu9s5tf,UF: University of Florida,Q3,2,2
R_5vC8ZwRfKXli4BH,UF: University of Florida,Q3,1,2
R_5qBKMz21lmziQcV,ISU: Iowa State University,Q3,1,2
R_1pKzbhUwaLHLDcR,ISU: Iowa State University,Q3,1,2
R_6LSxrYOcsVmP2tL,ISU: Iowa State University,Q3,1,2
R_5J4YZ3DuJKF7pKN,UF: University of Florida,Q3,1,1
R_3Jz0YlwJBEuMGhE,UF: University of Florida,Q3,1,2
R_5lgfirYC3WnbCP7,UF: University of Florida,Q3,1,2
R_7rorGcy6uD4wZGL,ISU: Iowa State University,Q3,2,2
R_65vax0FlcyQ8K1q,UF: University of Florida,Q3,1,1
R_6V4G6E44GM1LUA3,UF: University of Florida,Q3,1,2
R_5IsmUqSgkJNPaFE,UF: University of Florida,Q3,1,2
R_52PknlHBswB49lI,ISU: Iowa State University,Q3,1,1
R_76nHCbUSmMhYnBS,ISU: Iowa State University,Q3,0,1
R_5s1g7DhqzjPKm55,ISU: Iowa State University,Q3,0,2
R_8qJ8HpLFtvYgV4q,ISU: Iowa State University,Q3,1,1
R_6q7twzwPdl6cnZv,ISU: Iowa State University,Q3,0,0
R_7moppSkW21fdxK1,ISU: Iowa State University,Q3,1,1
R_1kvqn6UOVYRRQfQ,ISU: Iowa State University,Q3,1,2
R_3sXdLI1GnRoJdqZ,ISU: Iowa State University,Q3,1,2
R_5I9GwnkAQ5LE4ha,ISU: Iowa State University,Q3,2,2
R_1HMw0hk5gUWjGgv,ISU: Iowa State University,Q3,1,2
R_7R3SfNYRvKBahFq,ISU: Iowa State University,Q3,1,2
R_1mEZ4L9LTB7Eavn,ISU: Iowa State University,Q3,1,1
R_7TiIZLlE0oyLqTL,UF: University of Florida,Q3,1,2
R_7kpnbw6OvKYCAQB,UF: University of Florida,Q3,1,2
R_1FlFKLLJLtsjGZi,UF: University of Florida,Q3,2,2
R_1LmFxCC3djJIKgF,UF: University of Florida,Q3,0,1
R_7QGhk9bVUWyf9DJ,UF: University of Florida,Q3,1,2
R_6RrRdUVeHbSUjdg,UF: University of Florida,Q3,1,2
R_3DEBgB7ruJRbqo1,UF: University of Florida,Q3,1,2
R_1rAFUMHsBspozPr,UF: University of Florida,Q3,1,1
R_5LuOnFyMgpWLOYV,UF: University of Florida,Q3,1,2
R_7k81fO6CV4qNa2L,UF: University of Florida,Q3,2,2
R_6t1Eb6cpOlgNzxL,UF: University of Florida,Q3,2,2
R_7NR9SVXwsQEG57r,UF: University of Florida,Q3,1,2
R_5glNeQ69xrVZHk5,UF: University of Florida,Q3,1,2
R_5Lv9WDzOoftrqHA,UF: University of Florida,Q3,1,2
R_10kuI59hY1qQpP1,UF: University of Florida,Q3,1,2
R_6f1JV2ikd8zqoiK,UF: University of Florida,Q3,1,2
R_7NGB1DDq6ZbIPrb,UF: University of Florida,Q3,2,2
R_6EgsKKJ1LQuoA8N,UF: University of Florida,Q3,1,2
R_7Nbr5hvXjeDi79X,UF: University of Florida,Q3,0,2
R_7RfRtakkQPiOqSo,UF: University of Florida,Q3,0,1
R_3PT6XIPbWRekjAM,UF: University of Florida,Q3,0,0
R_1kzldWYPTjs9fi5,UF: University of Florida,Q3,1,2
R_3QerROJLGnPCo0h,Other university:,Q3,1,1
R_31oil0GjFcdo4sN,UF: University of Florida,Q3,1,2
R_5bOBqiNSt7qLL78,UF: University of Florida,Q3,0,2
R_6loAH0MGlzJW2yZ,UF: University of Florida,Q3,1,2
R_3rja50hX8Oe6LNF,UF: University of Florida,Q3,1,2
R_6q9FqgBSL8eu3fQ,ISU: Iowa State University,Q7,1,2
R_3FP8MFsc6GUwqqu,ISU: Iowa State University,Q7,1,2
R_7bKna3X5beSSLOU,ISU: Iowa State University,Q7,0,2
R_7tHFm08ZqpS7Goh,ISU: Iowa State University,Q7,2,2
R_7HncCA1Up5ZBQPN,ISU: Iowa State University,Q7,2,2
R_110QPtui6InPSxu,ISU: Iowa State University,Q7,2,2
R_5hyuLMPAF88us20,ISU: Iowa State University,Q7,2,2
R_7CCB4JqaaVnZ48C,ISU: Iowa State University,Q7,1,2
R_6dNNWPpK7HpEeYx,ISU: Iowa State University,Q7,1,2
R_1BQPDWWp7WY6Z5P,ISU: Iowa State University,Q7,2,2
R_75zHxnfel6miHhl,ISU: Iowa State University,Q7,1,2
R_7VZ8z8tcaLN4HT3,ISU: Iowa State University,Q7,1,2
R_3rOpLYX8G2tGsQS,ISU: Iowa State University,Q7,1,1
R_1O4yoiRUuTeeAF3,ISU: Iowa State University,Q2,1,1
R_1OU55NYB4iCMHpE,ISU: Iowa State University,Q2,1,1
R_7w30HTp7BI4JKbn,ISU: Iowa State University,Q2,2,2
R_5IgScZUQ7AcRdBB,ISU: Iowa State University,Q2,2,2
R_6KC0LpR90K7wCJH,ISU: Iowa State University,Q2,1,1
R_1szWpyYIuKytJ5f,ISU: Iowa State University,Q2,0,1
R_7DqCHDf1bYc9EnI,ISU: Iowa State University,Q2,0,0
R_3mOh4V1cd5hcT5A,ISU: Iowa State University,Q2,0,1
R_7i4k7ZRP7z20kxn,ISU: Iowa State University,Q2,0,1
R_7OIUO3hE8uJphJZ,ISU: Iowa State University,Q2,1,2
R_7CIfQEfAdlD487n,ISU: Iowa State University,Q2,0,0
R_1hF9DdcoYwkcjCK,ISU: Iowa State University,Q2,0,1
R_67q9FFmGrNTmTKS,ISU: Iowa State University,Q2,2,2
R_5eBsr2ov5i1W5Mt,ISU: Iowa State University,Q2,2,2
R_7jxxwewMdDTiSyZ,ISU: Iowa State University,Q2,1,1
R_37jPA5YD84K5cVP,ISU: Iowa State University,Q2,0,0
R_1Mu0w2xlje29wax,ISU: Iowa State University,Q2,1,1
R_7pttRIBgqJG6a8F,ISU: Iowa State University,Q2,2,2
R_6izIkiSgNi8P7iN,MSU: Michigan State University,Q3,1,2
R_1MuGH3yAikZ9TBT,MSU: Michigan State University,Q3,0,1
R_34iayBDTuout3vl,MSU: Michigan State University,Q3,0,2
R_3Eyj5WLstFvUuwa,MSU: Michigan State University,Q3,0,1
R_7Rz20VaXbThzAa5,MSU: Michigan State University,Q3,0,1
R_31aU7TbLkJTYTa4,MSU: Michigan State University,Q3,1,1
R_6Dp9jD48dsTLEwn,MSU: Michigan State University,Q3,1,1
R_65Hm9agDfzPJ5V7,MSU: Michigan State University,Q3,1,2
R_7ekRNVZDNJfgDlL,MSU: Michigan State University,Q3,1,1
R_715YlYKNNHvNCFr,MSU: Michigan State University,Q3,0,0
R_7cUqLDuxDjP9AID,MSU: Michigan State University,Q3,1,1
R_3O6xYk5FbraCvrr,MSU: Michigan State University,Q3,0,1
R_6ALfSwzRwGizlF7,MSU: Michigan State University,Q3,0,0
R_5L6ztovVPAj03PY,MSU: Michigan State University,Q3,1,2
R_6onBDjtLW0Vbo82,MSU: Michigan State University,Q3,1,2
R_5sq5mvIU281VSgh,MSU: Michigan State University,Q3,1,2
R_70YsX2CqcUGvIgN,MSU: Michigan State University,Q3,0,1
R_6IjaeYuO112Xs3x,MSU: Michigan State University,Q3,1,1
R_7EyaseCICINhdva,MSU: Michigan State University,Q3,1,2
R_5GwsT07bwf7Uk6j,MSU: Michigan State University,Q3,1,2
R_7oGt8hUZxm4ZnR0,MSU: Michigan State University,Q3,1,2
R_1QGDPdf3JeVSuyM,MSU: Michigan State University,Q3,1,2
R_1Qy2IgjGhs1hBGU,MSU: Michigan State University,Q3,1,1
R_3DYwbTIWEPTy0yR,MSU: Michigan State University,Q3,0,1
R_3LjaL9nDLDPzccb,MSU: Michigan State University,Q3,0,1
R_5mjTjs9D4Z3wDjz,MSU: Michigan State University,Q3,1,1
R_63Cr6k9NlCnLIl6,MSU: Michigan State University,Q3,1,1
R_3HSIvqdnnzwYmuf,MSU: Michigan State University,Q3,0,1
R_6aJjsk8pExXqpDG,MSU: Michigan State University,Q3,0,2
R_5KxOKZL1I8W1Tlt,MSU: Michigan State University,Q3,1,1
R_1hwseMrABSHLdQd,MSU: Michigan State University,Q3,0,0
R_7GCFoJrhwEQVqJa,MSU: Michigan State University,Q3,1,1
